Порядковый индекс,ID_маршрута,Номер_маршрута,ID_остановки,Координаты
1950,1137,41,24737,"59.923753580569489,30.3107414"
1951,1137,41,24737,"59.923753580569489,30.3107414"
1952,1137,41,24738,"59.925564278842728,30.3149815"
1953,1137,41,24738,"59.925564278842728,30.3149815"
1954,1137,41,24741,"59.927272200449224,30.3190594"
1955,1137,41,24741,"59.927272200449224,30.3190594"
1956,1137,41,24739,"59.925892863777591,30.3155212"
1957,1137,41,24739,"59.925892863777591,30.3155212"
1958,1137,41,24742,"59.923561894061059,30.3099308"
1959,1137,41,24742,"59.923561894061059,30.3099308"
1960,1137,41,26469,"59.922274827397388,30.3058987"
1961,1137,41,26469,"59.922274827397388,30.3058987"
1962,1137,41,24745,"59.921323187497585,30.3016911"
1963,1137,41,24745,"59.921323187497585,30.3016911"
1964,1137,41,24747,"59.919933333431651,30.2956486"
1965,1137,41,24747,"59.919933333431651,30.2956486"
1966,1137,41,16359,"59.918858381747931,30.289259"
1967,1137,41,16359,"59.918858381747931,30.289259"
1968,1137,41,16362,"59.91708840136377,30.28302"
1969,1137,41,16362,"59.91708840136377,30.28302"
1970,1137,41,16427,"59.913763869727752,30.2776966"
1971,1137,41,16427,"59.913763869727752,30.2776966"
1972,1137,41,16431,"59.910110267129348,30.2756977"
1973,1137,41,16431,"59.910110267129348,30.2756977"
1974,1137,41,16434,"59.909014450386053,30.2654877"
1975,1137,41,16434,"59.909014450386053,30.2654877"
1976,1137,41,16440,"59.90713435552972,30.2626705"
1977,1137,41,16440,"59.90713435552972,30.2626705"
1978,1137,41,16444,"59.902397688378763,30.2591667"
1979,1137,41,16444,"59.902397688378763,30.2591667"
1980,1137,41,16447,"59.897663771206084,30.2537079"
1981,1137,41,16447,"59.897663771206084,30.2537079"
1982,1137,41,16456,"59.894042657017494,30.2511196"
1983,1137,41,16456,"59.894042657017494,30.2511196"
1984,1137,41,16458,"59.892404975287079,30.2552223"
1985,1137,41,16458,"59.892404975287079,30.2552223"
1986,1137,41,16568,"59.891873910530649,30.2617607"
1987,1137,41,16568,"59.891873910530649,30.2617607"
1988,1137,41,16575,"59.890582188560813,30.2709312"
1989,1137,41,16575,"59.890582188560813,30.2709312"
1990,1137,41,16584,"59.889101957344032,30.27672"
1991,1137,41,16584,"59.889101957344032,30.27672"
1992,1137,41,16590,"59.885963100773232,30.2743492"
1993,1137,41,16590,"59.885963100773232,30.2743492"
1994,1137,41,16595,"59.881442763504488,30.2697601"
1995,1137,41,16595,"59.881442763504488,30.2697601"
1996,1137,41,16602,"59.879125809512615,30.2673759"
1997,1137,41,16602,"59.879125809512615,30.2673759"
1998,1137,41,16608,"59.876352792808774,30.2646503"
1999,1137,41,16608,"59.876352792808774,30.2646503"
2000,1137,41,16614,"59.877237166891774,30.2595863"
2001,1137,41,16614,"59.877237166891774,30.2595863"
2002,1137,41,16620,"59.876853255450889,30.2543297"
2003,1137,41,16620,"59.876853255450889,30.2543297"
2004,1137,41,16650,"59.87659274159104,30.2480812"
2005,1137,41,16650,"59.87659274159104,30.2480812"
2006,1137,41,16646,"59.875516386370812,30.2438965"
2007,1132,43,16267,"59.831218509091379,30.3781509"
2008,1132,43,16273,"59.83110523623963,30.384861"
2009,1132,43,16273,"59.83110523623963,30.384861"
2010,1132,43,16281,"59.832910690978423,30.3919106"
2011,1132,43,16281,"59.832910690978423,30.3919106"
2012,1132,43,16290,"59.83653160271065,30.3891201"
2013,1132,43,16290,"59.83653160271065,30.3891201"
2014,1132,43,16296,"59.841064909586407,30.38451"
2015,1132,43,16296,"59.841064909586407,30.38451"
2016,1132,43,16301,"59.846012750421039,30.3794994"
2017,1132,43,16301,"59.846012750421039,30.3794994"
2018,1132,43,16308,"59.848143320797156,30.3864117"
2019,1132,43,16308,"59.848143320797156,30.3864117"
2020,1132,43,28106,"59.850332073935981,30.3948784"
2021,1132,43,28106,"59.850332073935981,30.3948784"
2022,1132,43,16312,"59.851422966104707,30.399189"
2023,1132,43,16312,"59.851422966104707,30.399189"
2024,1132,43,16315,"59.855035004734781,30.3965759"
2025,1132,43,16315,"59.855035004734781,30.3965759"
2026,1132,43,16320,"59.859795573460914,30.3917542"
2027,1132,43,16320,"59.859795573460914,30.3917542"
2028,1132,43,16327,"59.862443087790744,30.3891315"
2029,1132,43,16327,"59.862443087790744,30.3891315"
2030,1132,43,16333,"59.864702910654167,30.3868504"
2031,1132,43,16333,"59.864702910654167,30.3868504"
2032,1132,43,16337,"59.868135215853499,30.3832607"
2033,1132,43,16337,"59.868135215853499,30.3832607"
2034,1132,43,16343,"59.870932916868426,30.3805008"
2035,1132,43,16343,"59.870932916868426,30.3805008"
2036,1132,43,16349,"59.87476565939442,30.3765316"
2037,1132,43,16349,"59.87476565939442,30.3765316"
2038,1132,43,16355,"59.878412868099964,30.3729191"
2039,1132,43,16355,"59.878412868099964,30.3729191"
2040,1132,43,16360,"59.883622472179468,30.36763"
2041,1132,43,16360,"59.883622472179468,30.36763"
2042,1132,43,16507,"59.879996399923947,30.3572674"
2043,1132,43,16507,"59.879996399923947,30.3572674"
2044,1132,43,16512,"59.877792459524557,30.3471222"
2045,1132,43,16512,"59.877792459524557,30.3471222"
2046,1132,43,16513,"59.876174544020827,30.3345203"
2047,1132,43,16513,"59.876174544020827,30.3345203"
2048,1132,43,16516,"59.876061424101991,30.3285809"
2049,1132,43,16516,"59.876061424101991,30.3285809"
2050,1132,43,16521,"59.876006577942185,30.3213654"
2051,1132,43,16521,"59.876006577942185,30.3213654"
2052,1132,43,16514,"59.880274024354584,30.3200092"
2053,1132,43,16514,"59.880274024354584,30.3200092"
2054,1132,43,16518,"59.884575193023586,30.3199406"
2055,1132,43,16518,"59.884575193023586,30.3199406"
2056,1132,43,16522,"59.888553706825306,30.3198013"
2057,1132,43,16522,"59.888553706825306,30.3198013"
2058,1132,43,17002,"59.892141157082051,30.3194008"
2059,1132,43,17002,"59.892141157082051,30.3194008"
2060,1132,43,16569,"59.888882658222045,30.3194904"
2061,1132,43,16569,"59.888882658222045,30.3194904"
2062,1132,43,16574,"59.884376426181241,30.3197536"
2063,1132,43,16574,"59.884376426181241,30.3197536"
2064,1132,43,16577,"59.880092369125165,30.3198223"
2065,1132,43,16577,"59.880092369125165,30.3198223"
2066,1132,43,16579,"59.876215678441341,30.3198891"
2067,1132,43,16579,"59.876215678441341,30.3198891"
2068,1132,43,16527,"59.875931164324733,30.3277111"
2069,1132,43,16527,"59.875931164324733,30.3277111"
2070,1132,43,16530,"59.876054568336976,30.3354588"
2071,1132,43,16530,"59.876054568336976,30.3354588"
2072,1132,43,16533,"59.877813025740238,30.3478909"
2073,1132,43,16533,"59.877813025740238,30.3478909"
2074,1132,43,16536,"59.879506267182336,30.3560486"
2075,1132,43,16536,"59.879506267182336,30.3560486"
2076,1132,43,16539,"59.883581346923819,30.3665295"
2077,1132,43,16539,"59.883581346923819,30.3665295"
2078,1132,43,16399,"59.878920154905096,30.3721619"
2079,1132,43,16399,"59.878920154905096,30.3721619"
2080,1132,43,16402,"59.874930203743922,30.3761635"
2081,1132,43,16402,"59.874930203743922,30.3761635"
2082,1132,43,16407,"59.871752296987999,30.3794174"
2083,1132,43,16407,"59.871752296987999,30.3794174"
2084,1132,43,16412,"59.868351223213637,30.3828716"
2085,1132,43,16412,"59.868351223213637,30.3828716"
2086,1132,43,16416,"59.86471319781235,30.3865414"
2087,1132,43,16416,"59.86471319781235,30.3865414"
2088,1132,43,16419,"59.862453375647874,30.3888607"
2089,1132,43,16419,"59.862453375647874,30.3888607"
2090,1132,43,16422,"59.859600088013337,30.3917561"
2091,1132,43,16422,"59.859600088013337,30.3917561"
2092,1132,43,16425,"59.855179066520563,30.3962059"
2093,1132,43,16425,"59.855179066520563,30.3962059"
2094,1132,43,16429,"59.852023284591041,30.3994198"
2095,1132,43,16429,"59.852023284591041,30.3994198"
2096,1132,43,28105,"59.850503600231164,30.3950481"
2097,1132,43,28105,"59.850503600231164,30.3950481"
2098,1132,43,16433,"59.848489825790104,30.3872967"
2099,1132,43,16433,"59.848489825790104,30.3872967"
2100,1132,43,16439,"59.846520531584837,30.3796444"
2101,1132,43,16439,"59.846520531584837,30.3796444"
2102,1132,43,16443,"59.841589923413459,30.3837585"
2103,1132,43,16443,"59.841589923413459,30.3837585"
2104,1132,43,16449,"59.837118462225028,30.3883209"
2105,1132,43,16449,"59.837118462225028,30.3883209"
2106,1132,43,16452,"59.833398078331648,30.3920918"
2107,1132,43,16452,"59.833398078331648,30.3920918"
2108,1132,43,16462,"59.831022855741836,30.3838997"
2109,1132,43,16462,"59.831022855741836,30.3838997"
2110,1132,43,16267,"59.831218509091379,30.3781509"
2111,1135,45,16267,"59.831218509091379,30.3781509"
2112,1135,45,16273,"59.83110523623963,30.384861"
2113,1135,45,16273,"59.83110523623963,30.384861"
2114,1135,45,16281,"59.832910690978423,30.3919106"
2115,1135,45,16281,"59.832910690978423,30.3919106"
2116,1135,45,16580,"59.834952864961359,30.3997593"
2117,1135,45,16580,"59.834952864961359,30.3997593"
2118,1135,45,16582,"59.83696402651352,30.40765"
2119,1135,45,16582,"59.83696402651352,30.40765"
2120,1135,45,16586,"59.838182333218747,30.4123611"
2121,1135,45,16586,"59.838182333218747,30.4123611"
2122,1135,45,16591,"59.841963947821625,30.4099178"
2123,1135,45,16591,"59.841963947821625,30.4099178"
2124,1135,45,16594,"59.846568564537129,30.4051723"
2125,1135,45,16594,"59.846568564537129,30.4051723"
2126,1135,45,16599,"59.851206848798547,30.4004612"
2127,1135,45,16599,"59.851206848798547,30.4004612"
2128,1135,45,16315,"59.855035004734781,30.3965759"
2129,1135,45,16315,"59.855035004734781,30.3965759"
2130,1135,45,16320,"59.859795573460914,30.3917542"
2131,1135,45,16320,"59.859795573460914,30.3917542"
2132,1135,45,16327,"59.862443087790744,30.3891315"
2133,1135,45,16327,"59.862443087790744,30.3891315"
2134,1135,45,16333,"59.864702910654167,30.3868504"
2135,1135,45,16333,"59.864702910654167,30.3868504"
2136,1135,45,16337,"59.868135215853499,30.3832607"
2137,1135,45,16337,"59.868135215853499,30.3832607"
2138,1135,45,16343,"59.870932916868426,30.3805008"
2139,1135,45,16343,"59.870932916868426,30.3805008"
2140,1135,45,16349,"59.87476565939442,30.3765316"
2141,1135,45,16349,"59.87476565939442,30.3765316"
2142,1135,45,16355,"59.878412868099964,30.3729191"
2143,1135,45,16355,"59.878412868099964,30.3729191"
2144,1135,45,16360,"59.883622472179468,30.36763"
2145,1135,45,16360,"59.883622472179468,30.36763"
2146,1135,45,16507,"59.879996399923947,30.3572674"
2147,1135,45,16507,"59.879996399923947,30.3572674"
2148,1135,45,16512,"59.877792459524557,30.3471222"
2149,1135,45,16512,"59.877792459524557,30.3471222"
2150,1135,45,16513,"59.876174544020827,30.3345203"
2151,1135,45,16513,"59.876174544020827,30.3345203"
2152,1135,45,16516,"59.876061424101991,30.3285809"
2153,1135,45,16516,"59.876061424101991,30.3285809"
2154,1135,45,16521,"59.876006577942185,30.3213654"
2155,1135,45,16521,"59.876006577942185,30.3213654"
2156,1135,45,16583,"59.87191342794123,30.3201599"
2157,1135,45,16583,"59.87191342794123,30.3201599"
2158,1135,45,16588,"59.865803618536503,30.3205318"
2159,1135,45,16588,"59.865803618536503,30.3205318"
2160,1135,45,16593,"59.861952696243982,30.3207397"
2161,1135,45,16593,"59.861952696243982,30.3207397"
2162,1135,45,16598,"59.858392854184437,30.3209515"
2163,1135,45,16598,"59.858392854184437,30.3209515"
2164,1135,45,16603,"59.854901232518046,30.322834"
2165,1135,45,16603,"59.854901232518046,30.322834"
2166,1135,45,16600,"59.854993844109984,30.3290157"
2167,1135,45,16600,"59.854993844109984,30.3290157"
2168,1135,45,16604,"59.855100175619889,30.3353195"
2169,1135,45,16604,"59.855100175619889,30.3353195"
2170,1135,45,17004,"59.856204631207788,30.3363609"
2171,1135,45,17004,"59.856204631207788,30.3363609"
2172,1135,45,16553,"59.855426028130779,30.3360882"
2173,1135,45,16553,"59.855426028130779,30.3360882"
2174,1135,45,16558,"59.855124185913809,30.3302212"
2175,1135,45,16558,"59.855124185913809,30.3302212"
2176,1135,45,16484,"59.854997274163999,30.3219757"
2177,1135,45,16484,"59.854997274163999,30.3219757"
2178,1135,45,16489,"59.858022444113388,30.3211803"
2179,1135,45,16489,"59.858022444113388,30.3211803"
2180,1135,45,16492,"59.861472585628036,30.3209991"
2181,1135,45,16492,"59.861472585628036,30.3209991"
2182,1135,45,16502,"59.86599563860976,30.3207092"
2183,1135,45,16502,"59.86599563860976,30.3207092"
2184,1135,45,16506,"59.871474601385117,30.3204193"
2185,1135,45,16506,"59.871474601385117,30.3204193"
2186,1135,45,16510,"59.875533526058177,30.3201809"
2187,1135,45,16510,"59.875533526058177,30.3201809"
2188,1135,45,16527,"59.875931164324733,30.3277111"
2189,1135,45,16527,"59.875931164324733,30.3277111"
2190,1135,45,16530,"59.876054568336976,30.3354588"
2191,1135,45,16530,"59.876054568336976,30.3354588"
2192,1135,45,16533,"59.877813025740238,30.3478909"
2193,1135,45,16533,"59.877813025740238,30.3478909"
2194,1135,45,16536,"59.879506267182336,30.3560486"
2195,1135,45,16536,"59.879506267182336,30.3560486"
2196,1135,45,16539,"59.883581346923819,30.3665295"
2197,1135,45,16539,"59.883581346923819,30.3665295"
2198,1135,45,16399,"59.878920154905096,30.3721619"
2199,1135,45,16399,"59.878920154905096,30.3721619"
2200,1135,45,16402,"59.874930203743922,30.3761635"
2201,1135,45,16402,"59.874930203743922,30.3761635"
2202,1135,45,16407,"59.871752296987999,30.3794174"
2203,1135,45,16407,"59.871752296987999,30.3794174"
2204,1135,45,16412,"59.868351223213637,30.3828716"
2205,1135,45,16412,"59.868351223213637,30.3828716"
2206,1135,45,16416,"59.86471319781235,30.3865414"
2207,1135,45,16416,"59.86471319781235,30.3865414"
2208,1135,45,16419,"59.862453375647874,30.3888607"
2209,1135,45,16419,"59.862453375647874,30.3888607"
2210,1135,45,16422,"59.859600088013337,30.3917561"
2211,1135,45,16422,"59.859600088013337,30.3917561"
2212,1135,45,16425,"59.855179066520563,30.3962059"
2213,1135,45,16425,"59.855179066520563,30.3962059"
2214,1135,45,16429,"59.852023284591041,30.3994198"
2215,1135,45,16429,"59.852023284591041,30.3994198"
2216,1135,45,16560,"59.846681784793248,30.40485"
2217,1135,45,16560,"59.846681784793248,30.40485"
2218,1135,45,16563,"59.842396301075482,30.4092178"
2219,1135,45,16563,"59.842396301075482,30.4092178"
2220,1135,45,16565,"59.838782890543193,30.4128208"
2221,1135,45,16565,"59.838782890543193,30.4128208"
2222,1135,45,16570,"59.837272897220245,30.4082584"
2223,1135,45,16570,"59.837272897220245,30.4082584"
2224,1135,45,16573,"59.835292643102299,30.4005604"
2225,1135,45,16573,"59.835292643102299,30.4005604"
2226,1135,45,16578,"59.833350026374347,30.3930817"
2227,1135,45,16578,"59.833350026374347,30.3930817"
2228,1135,45,16462,"59.831022855741836,30.3838997"
2229,1135,45,16462,"59.831022855741836,30.3838997"
2230,1135,45,16267,"59.831218509091379,30.3781509"
2231,1120,47,16965,"60.024475083399025,30.23386"
2232,1120,47,16017,"60.023154393240759,30.2311783"
2233,1120,47,16017,"60.023154393240759,30.2311783"
2234,1120,47,16020,"60.021413868238803,30.233242"
2235,1120,47,16020,"60.021413868238803,30.233242"
2236,1120,47,16025,"60.01757415073476,30.2377701"
2237,1120,47,16025,"60.01757415073476,30.2377701"
2238,1120,47,16028,"60.013839810986504,30.2421246"
2239,1120,47,16028,"60.013839810986504,30.2421246"
2240,1120,47,16031,"60.011392121820947,30.2450104"
2241,1120,47,16031,"60.011392121820947,30.2450104"
2242,1120,47,16034,"60.008872553765649,30.2479744"
2243,1120,47,16034,"60.008872553765649,30.2479744"
2244,1120,47,16576,"60.00707323251968,30.2577286"
2245,1120,47,16576,"60.00707323251968,30.2577286"
2246,1120,47,16581,"60.007004945155138,30.2668266"
2247,1120,47,16581,"60.007004945155138,30.2668266"
2248,1120,47,16589,"60.006318649311943,30.2722111"
2249,1120,47,16589,"60.006318649311943,30.2722111"
2250,1120,47,16596,"60.00573477447179,30.2766857"
2251,1120,47,16596,"60.00573477447179,30.2766857"
2252,1120,47,16607,"60.005212351403394,30.2807484"
2253,1120,47,16607,"60.005212351403394,30.2807484"
2254,1120,47,16610,"60.003993332150912,30.2899914"
2255,1120,47,16610,"60.003993332150912,30.2899914"
2256,1120,47,16613,"60.003095258412856,30.2969913"
2257,1120,47,16613,"60.003095258412856,30.2969913"
2258,1120,47,16617,"60.001773713931925,30.3071003"
2259,1120,47,16617,"60.001773713931925,30.3071003"
2260,1120,47,16967,"60.000725319383236,30.3113899"
2261,1120,47,16967,"60.000725319383236,30.3113899"
2262,1120,47,16621,"60.001951288870885,30.3063908"
2263,1120,47,16621,"60.001951288870885,30.3063908"
2264,1120,47,16623,"60.003265996742257,30.2963524"
2265,1120,47,16623,"60.003265996742257,30.2963524"
2266,1120,47,16627,"60.004027478960111,30.2903214"
2267,1120,47,16627,"60.004027478960111,30.2903214"
2268,1120,47,16632,"60.005099670836124,30.2820816"
2269,1120,47,16632,"60.005099670836124,30.2820816"
2270,1120,47,16635,"60.005973788810444,30.2758179"
2271,1120,47,16635,"60.005973788810444,30.2758179"
2272,1120,47,16638,"60.006509857545275,30.2714748"
2273,1120,47,16638,"60.006509857545275,30.2714748"
2274,1120,47,16641,"60.007213221176144,30.2658691"
2275,1120,47,16641,"60.007213221176144,30.2658691"
2276,1120,47,16644,"60.007363452245833,30.2570896"
2277,1120,47,16644,"60.007363452245833,30.2570896"
2278,1120,47,16647,"60.008353594496491,30.2491703"
2279,1120,47,16647,"60.008353594496491,30.2491703"
2280,1120,47,16079,"60.011375052222611,30.2452297"
2281,1120,47,16079,"60.011375052222611,30.2452297"
2282,1120,47,16084,"60.014222139374297,30.241888"
2283,1120,47,16084,"60.014222139374297,30.241888"
2284,1120,47,16090,"60.017533191343738,30.2380409"
2285,1120,47,16090,"60.017533191343738,30.2380409"
2286,1120,47,16095,"60.021393390928544,30.2334709"
2287,1120,47,16095,"60.021393390928544,30.2334709"
2288,1120,47,16099,"60.022895026699445,30.231781"
2289,1120,47,16099,"60.022895026699445,30.231781"
2290,1120,47,16965,"60.024475083399025,30.23386"
2291,1131,48,16169,"59.984031905711582,30.2409801"
2292,1131,48,16064,"59.984424828863737,30.2443447"
2293,1131,48,16064,"59.984424828863737,30.2443447"
2294,1131,48,24337,"59.984144658049814,30.2558098"
2295,1131,48,24337,"59.984144658049814,30.2558098"
2296,1131,48,16183,"59.983874735144731,30.2642193"
2297,1131,48,16183,"59.983874735144731,30.2642193"
2298,1131,48,16189,"59.983755148343938,30.2697525"
2299,1131,48,16189,"59.983755148343938,30.2697525"
2300,1131,48,16195,"59.984417995457477,30.2775021"
2301,1131,48,16195,"59.984417995457477,30.2775021"
2302,1131,48,16204,"59.985203827931542,30.2870598"
2303,1131,48,16204,"59.985203827931542,30.2870598"
2304,1131,48,16208,"59.985760732693272,30.2947006"
2305,1131,48,16208,"59.985760732693272,30.2947006"
2306,1131,48,16215,"59.986512368433978,30.3003044"
2307,1131,48,16215,"59.986512368433978,30.3003044"
2308,1131,48,16221,"59.987294734778892,30.3054028"
2309,1131,48,16221,"59.987294734778892,30.3054028"
2310,1131,48,28048,"59.988394799402805,30.3090801"
2311,1131,48,28048,"59.988394799402805,30.3090801"
2312,1131,48,16231,"59.990557242212603,30.3158054"
2313,1131,48,16231,"59.990557242212603,30.3158054"
2314,1131,48,16977,"59.993419784858546,30.3255997"
2315,1131,48,16977,"59.993419784858546,30.3255997"
2316,1131,48,16152,"59.994061944188644,30.3312988"
2317,1131,48,16152,"59.994061944188644,30.3312988"
2318,1131,48,36600,"59.99065972414683,30.3326588"
2319,1131,48,36600,"59.99065972414683,30.3326588"
2320,1131,48,16154,"59.988405048280171,30.3345089"
2321,1131,48,16154,"59.988405048280171,30.3345089"
2322,1131,48,16520,"59.991028656482165,30.3517723"
2323,1131,48,16520,"59.991028656482165,30.3517723"
2324,1131,48,17000,"59.990970584072507,30.3535004"
2325,1131,48,17000,"59.990970584072507,30.3535004"
2326,1131,48,16508,"59.991213121107421,30.3523407"
2327,1131,48,16508,"59.991213121107421,30.3523407"
2328,1131,48,16966,"59.988480206617268,30.334425"
2329,1131,48,16966,"59.988480206617268,30.334425"
2330,1131,48,16972,"59.994533308531238,30.32938"
2331,1131,48,16972,"59.994533308531238,30.32938"
2332,1131,48,26925,"59.992483849473878,30.3215008"
2333,1131,48,26925,"59.992483849473878,30.3215008"
2334,1131,48,16332,"59.990885183284945,30.3163681"
2335,1131,48,16332,"59.990885183284945,30.3163681"
2336,1131,48,16345,"59.988948234239146,30.3102207"
2337,1131,48,16345,"59.988948234239146,30.3102207"
2338,1131,48,16974,"59.987164911075695,30.3045425"
2339,1131,48,16974,"59.987164911075695,30.3045425"
2340,1131,48,16356,"59.986194633589896,30.2973099"
2341,1131,48,16356,"59.986194633589896,30.2973099"
2342,1131,48,16368,"59.985425907640767,30.2878075"
2343,1131,48,16368,"59.985425907640767,30.2878075"
2344,1131,48,16372,"59.984571746757375,30.278141"
2345,1131,48,16372,"59.984571746757375,30.278141"
2346,1131,48,16380,"59.983946487017832,30.2707024"
2347,1131,48,16380,"59.983946487017832,30.2707024"
2348,1131,48,16384,"59.983932820006373,30.2648106"
2349,1131,48,16384,"59.983932820006373,30.2648106"
2350,1131,48,24338,"59.984202742437809,30.2568188"
2351,1131,48,24338,"59.984202742437809,30.2568188"
2352,1131,48,16087,"59.984397495230205,30.2489147"
2353,1131,48,16087,"59.984397495230205,30.2489147"
2354,1131,48,16092,"59.984554663314874,30.2436981"
2355,1131,48,16092,"59.984554663314874,30.2436981"
2356,1131,48,16169,"59.984031905711582,30.2409801"
2357,1133,49,16986,"59.82746313711344,30.4218884"
2358,1133,49,16587,"59.829399231849266,30.4220428"
2359,1133,49,16587,"59.829399231849266,30.4220428"
2360,1133,49,16592,"59.832759668097495,30.4191875"
2361,1133,49,16592,"59.832759668097495,30.4191875"
2362,1133,49,16987,"59.838151447120623,30.413662"
2363,1133,49,16987,"59.838151447120623,30.413662"
2364,1133,49,16591,"59.841963947821625,30.4099178"
2365,1133,49,16591,"59.841963947821625,30.4099178"
2366,1133,49,16594,"59.846568564537129,30.4051723"
2367,1133,49,16594,"59.846568564537129,30.4051723"
2368,1133,49,16599,"59.851206848798547,30.4004612"
2369,1133,49,16599,"59.851206848798547,30.4004612"
2370,1133,49,16315,"59.855035004734781,30.3965759"
2371,1133,49,16315,"59.855035004734781,30.3965759"
2372,1133,49,16320,"59.859795573460914,30.3917542"
2373,1133,49,16320,"59.859795573460914,30.3917542"
2374,1133,49,16327,"59.862443087790744,30.3891315"
2375,1133,49,16327,"59.862443087790744,30.3891315"
2376,1133,49,16333,"59.864702910654167,30.3868504"
2377,1133,49,16333,"59.864702910654167,30.3868504"
2378,1133,49,16337,"59.868135215853499,30.3832607"
2379,1133,49,16337,"59.868135215853499,30.3832607"
2380,1133,49,16343,"59.870932916868426,30.3805008"
2381,1133,49,16343,"59.870932916868426,30.3805008"
2382,1133,49,16349,"59.87476565939442,30.3765316"
2383,1133,49,16349,"59.87476565939442,30.3765316"
2384,1133,49,16355,"59.878412868099964,30.3729191"
2385,1133,49,16355,"59.878412868099964,30.3729191"
2386,1133,49,16360,"59.883622472179468,30.36763"
2387,1133,49,16360,"59.883622472179468,30.36763"
2388,1133,49,16364,"59.887741594120854,30.3633804"
2389,1133,49,16364,"59.887741594120854,30.3633804"
2390,1133,49,16366,"59.890623305153298,30.3604717"
2391,1133,49,16366,"59.890623305153298,30.3604717"
2392,1133,49,16369,"59.897341758120533,30.3541164"
2393,1133,49,16369,"59.897341758120533,30.3541164"
2394,1133,49,16373,"59.901274214833073,30.3530293"
2395,1133,49,16373,"59.901274214833073,30.3530293"
2396,1133,49,16375,"59.904963038841778,30.3550301"
2397,1133,49,16375,"59.904963038841778,30.3550301"
2398,1133,49,16247,"59.906398041648586,30.3508434"
2399,1133,49,16247,"59.906398041648586,30.3508434"
2400,1133,49,16255,"59.907463122966469,30.3464527"
2401,1133,49,16255,"59.907463122966469,30.3464527"
2402,1133,49,16256,"59.911818984189559,30.3485603"
2403,1133,49,16256,"59.911818984189559,30.3485603"
2404,1133,49,20496,"59.914626704989843,30.350359"
2405,1133,49,20496,"59.914626704989843,30.350359"
2406,1133,49,16271,"59.920655654016421,30.3541641"
2407,1133,49,16271,"59.920655654016421,30.3541641"
2408,1133,49,16278,"59.926351508141316,30.3582001"
2409,1133,49,16278,"59.926351508141316,30.3582001"
2410,1133,49,16283,"59.927131873532169,30.3537407"
2411,1133,49,16283,"59.927131873532169,30.3537407"
2412,1133,49,16291,"59.924746225129965,30.3511581"
2413,1133,49,16291,"59.924746225129965,30.3511581"
2414,1133,49,16103,"59.921395074917747,30.3544159"
2415,1133,49,16103,"59.921395074917747,30.3544159"
2416,1133,49,20497,"59.914246649364372,30.3498974"
2417,1133,49,20497,"59.914246649364372,30.3498974"
2418,1133,49,16115,"59.911757348630204,30.3483639"
2419,1133,49,16115,"59.911757348630204,30.3483639"
2420,1133,49,20520,"59.908045307315987,30.3458004"
2421,1133,49,20520,"59.908045307315987,30.3458004"
2422,1133,49,16127,"59.90683298251966,30.3486214"
2423,1133,49,16127,"59.90683298251966,30.3486214"
2424,1133,49,16132,"59.905966519878618,30.3523235"
2425,1133,49,16132,"59.905966519878618,30.3523235"
2426,1133,49,16378,"59.901558512035542,30.3530254"
2427,1133,49,16378,"59.901558512035542,30.3530254"
2428,1133,49,16385,"59.897252690120204,30.3540306"
2429,1133,49,16385,"59.897252690120204,30.3540306"
2430,1133,49,16391,"59.89072609641191,30.360157"
2431,1133,49,16391,"59.89072609641191,30.360157"
2432,1133,49,16395,"59.887858100960365,30.3630295"
2433,1133,49,16395,"59.887858100960365,30.3630295"
2434,1133,49,16397,"59.884314739678096,30.366621"
2435,1133,49,16397,"59.884314739678096,30.366621"
2436,1133,49,16399,"59.878920154905096,30.3721619"
2437,1133,49,16399,"59.878920154905096,30.3721619"
2438,1133,49,16402,"59.874930203743922,30.3761635"
2439,1133,49,16402,"59.874930203743922,30.3761635"
2440,1133,49,16407,"59.871752296987999,30.3794174"
2441,1133,49,16407,"59.871752296987999,30.3794174"
2442,1133,49,16412,"59.868351223213637,30.3828716"
2443,1133,49,16412,"59.868351223213637,30.3828716"
2444,1133,49,16416,"59.86471319781235,30.3865414"
2445,1133,49,16416,"59.86471319781235,30.3865414"
2446,1133,49,16419,"59.862453375647874,30.3888607"
2447,1133,49,16419,"59.862453375647874,30.3888607"
2448,1133,49,16422,"59.859600088013337,30.3917561"
2449,1133,49,16422,"59.859600088013337,30.3917561"
2450,1133,49,16425,"59.855179066520563,30.3962059"
2451,1133,49,16425,"59.855179066520563,30.3962059"
2452,1133,49,16429,"59.852023284591041,30.3994198"
2453,1133,49,16429,"59.852023284591041,30.3994198"
2454,1133,49,16560,"59.846681784793248,30.40485"
2455,1133,49,16560,"59.846681784793248,30.40485"
2456,1133,49,16563,"59.842396301075482,30.4092178"
2457,1133,49,16563,"59.842396301075482,30.4092178"
2458,1133,49,16565,"59.838782890543193,30.4128208"
2459,1133,49,16565,"59.838782890543193,30.4128208"
2460,1133,49,16601,"59.83336032322817,30.4182949"
2461,1133,49,16601,"59.83336032322817,30.4182949"
2462,1133,49,16606,"59.830501107857188,30.4212093"
2463,1133,49,16606,"59.830501107857188,30.4212093"
2464,1133,49,16986,"59.82746313711344,30.4218884"
2465,1134,51,16612,"60.046373097731404,30.4064903"
2466,1134,51,16615,"60.04448373395384,30.4026108"
2467,1134,51,16615,"60.04448373395384,30.4026108"
